review_id,source,post_date,rating,theme,theme_name,is_question,text,tokens,token_text,sentiment,sent_band,lda_topic,rating_num,mined_theme
R0484,App Store,2025-05-23,1.0,logistics,物流单号同步慢/回传失败,0,吐槽一下，发货了轨迹不更新，问就是物流商接口问题，大促根本不敢放量 有没有同款情况的卖家,"['发货', '轨迹', '更新', '物流', '接口', '有没有']",发货 轨迹 更新 物流 接口 有没有,0.073,负面,其他使用体验,1.0,物流同步与回传
R0554,App Store,2025-07-15,5.0,listing,刊登与商品管理问题,0,跟卖监控和差评提醒挺及时，店铺安全有保障，有用点个赞,"['监控', '差评', '提醒', '及时', '安全', '保障', '点个']",监控 差评 提醒 及时 安全 保障 点个,0.13,负面,客服与工单,5.0,刊登与商品
R0840,小红书,2025-05-14,2.0,pricing,价格与收费争议,0,真的服了，按席位收费太贵，客服仓库就用个打单也要全价席位，平台扣分扣到肉疼，有用点个赞无语了,"['席位', '收费', '太贵', '客服', '仓库', '用个', '打单', '全价', '席位', '点个', '赞无语']",席位 收费 太贵 客服 仓库 用个 打单 全价 席位 点个 赞无语,0.007,负面,价格与收费,2.0,价格与收费
R0622,App Store,2025-08-18,1.0,logistics,物流单号同步慢/回传失败,0,客观说一句，物流超时预警根本不触发，等买家投诉才知道包裹卡了😤,"['物流', '超时', '预警', '触发', '投诉', '包裹']",物流 超时 预警 触发 投诉 包裹,0.0,负面,其他使用体验,1.0,物流同步与回传
R0300,官方社区,2025-08-22,2.0,logistics,物流单号同步慢/回传失败,0,老用户说句公道话，虾皮订单换了跟踪号之后系统里不同步，轨迹直接断掉，大家注意避坑,"['说句', '虾皮', '订单', '跟踪', '同步', '轨迹', '断掉']",说句 虾皮 订单 跟踪 同步 轨迹 断掉,0.0,负面,客服与工单,2.0,物流同步与回传
R0429,知乎,2025-06-19,1.0,inventory,多平台库存不同步/超卖,0,客观说一句，多平台库存根本不同步，Temu卖超了系统里还有货，差评警告,"['多平台库存', '同步', 'Temu', '卖超', '还有', '差评', '警告']",多平台库存 同步 Temu 卖超 还有 差评 警告,0.004,负面,物流同步与回传,1.0,多平台库存/超卖
R0468,App Store,2025-07-14,4.0,stability,系统卡顿/大促不稳定,0,老用户说句公道话，用了两年基本没宕过机，比之前换的那家强太多，有用点个赞,"['说句', '两年', '基本', '没宕', '过机', '那家', '强太多', '点个']",说句 两年 基本 没宕 过机 那家 强太多 点个,0.274,负面,客服与工单,4.0,未分类
R0206,华为应用市场,2025-06-09,2.0,onboarding,上手成本高/引导不足,0,老用户说句公道话，开通三周了订单都没跑通，也没人主动跟进，买家天天催发货，有用点个赞,"['说句', '开通', '三周', '订单', '没人', '主动', '跟进', '天天', '发货', '点个']",说句 开通 三周 订单 没人 主动 跟进 天天 发货 点个,0.01,负面,其他使用体验,2.0,订单同步与处理
R0046,华为应用市场,2025-03-18,5.0,order_sync,订单漏单/同步延迟,0,真的服了，自动审单规则真香，八成订单不用人工碰，有用点个赞😤,"['自动审单', '真香', '八成', '订单', '不用', '人工', '点个']",自动审单 真香 八成 订单 不用 人工 点个,0.074,负面,其他使用体验,5.0,订单同步与处理
R0134,App Store,2025-04-06,5.0,logistics,物流单号同步慢/回传失败,0,吐槽一下，批量打单加自动回传，旺季一天三千单也没出错，老板已经在问我了,"['批量', '打单', '回传', '一天', '三千', '出错']",批量 打单 回传 一天 三千 出错,0.025,负面,其他使用体验,5.0,物流同步与回传
R0477,App Store,2025-04-21,1.0,inventory,多平台库存不同步/超卖,0,多仓调拨后库存卡在路上好几天，可用库存数字全乱，买家天天催发货😭,"['多仓', '调拨', '库存', '路上', '几天', '可用', '库存', '数字', '全乱', '天天', '发货']",多仓 调拨 库存 路上 几天 可用 库存 数字 全乱 天天 发货,0.004,负面,其他使用体验,1.0,多平台库存/超卖
R0460,App Store,2025-07-10,2.0,logistics,物流单号同步慢/回传失败,0,说实话，物流商对账重量和系统对不上，运费算错也没预警，半夜还在手动补,"['说实话', '物流', '对账', '重量', '对不上', '运费', '算错', '预警']",说实话 物流 对账 重量 对不上 运费 算错 预警,0.007,负面,多平台库存/超卖,2.0,物流同步与回传
R0403,官方社区,2025-05-08,2.0,inventory,多平台库存不同步/超卖,0,虾皮活动锁库存不同步，活动结束就超卖了，平台扣分扣到肉疼,"['虾皮', '库存', '同步', '结束', '超卖']",虾皮 库存 同步 结束 超卖,0.009,负面,其他使用体验,2.0,多平台库存/超卖
R0834,App Store,2025-06-15,1.0,logistics,物流单号同步慢/回传失败,0,客观说一句，换邮政小包之后单号经常回传失败，要手动一个个补！！！无语了,"['邮政', '小包', '回传失败', '一个个', '无语']",邮政 小包 回传失败 一个个 无语,0.001,负面,客服与工单,1.0,物流同步与回传
R0820,App Store,2025-04-21,2.0,inventory,多平台库存不同步/超卖,0,用了大半年，FBA仓和自营仓库存分开看，每次都要自己加总，差评警告,"['大半年', 'FBA', '自营', '仓库', '分开', '每次', '加总', '差评', '警告']",大半年 FBA 自营 仓库 分开 每次 加总 差评 警告,0.015,负面,客服与工单,2.0,多平台库存/超卖
R0009,App Store,2025-07-30,2.0,inventory,多平台库存不同步/超卖,0,客观说一句，亚马逊活动锁库存不同步，活动结束就超卖了，有用点个赞,"['亚马逊', '库存', '同步', '结束', '超卖', '点个']",亚马逊 库存 同步 结束 超卖 点个,0.921,正面,其他使用体验,2.0,多平台库存/超卖
R0024,小米应用商店,2025-03-15,5.0,praise,正向评价,0,说实话，手机端查订单看数据方便，出差也能盯店铺，大家注意避坑😤,"['说实话', '端查', '订单', '数据', '方便', '出差']",说实话 端查 订单 数据 方便 出差,0.005,负面,价格与收费,5.0,订单同步与处理
R0283,小米应用商店,2025-07-21,2.0,listing,刊登与商品管理问题,0,多平台铺货不能一键转，每个平台都要重新编辑，仓库白忙一场,"['铺货', '不能', '一键', '每个', '重新', '编辑', '仓库', '白忙', '一场']",铺货 不能 一键 每个 重新 编辑 仓库 白忙 一场,0.398,负面,其他使用体验,2.0,刊登与商品
R0558,知乎,2025-08-15,3.0,stability,系统卡顿/大促不稳定,0,旺季实测，卡顿有但能接受，希望继续优化服务器！！！,"['卡顿', '接受', '希望', '服务器']",卡顿 接受 希望 服务器,0.476,中性,其他使用体验,3.0,系统稳定性
R0181,小红书,2025-04-05,1.0,stability,系统卡顿/大促不稳定,0,吐槽一下，系统三天两头卡顿，订单工作台转圈半天才打开,"['三天两头', '卡顿', '订单', '工作台', '转圈', '打开']",三天两头 卡顿 订单 工作台 转圈 打开,0.009,负面,其他使用体验,1.0,系统稳定性
R0261,小米应用商店,2025-03-20,5.0,logistics,物流单号同步慢/回传失败,0,云帆对接的物流渠道是真的全，4PX一键下单打单很顺服了,"['云帆', '对接', '物流', '渠道', '4PX', '一键', '单打', '顺服']",云帆 对接 物流 渠道 4PX 一键 单打 顺服,0.734,正面,其他使用体验,5.0,物流同步与回传
R1038,官方社区,2025-04-16,3.0,finance,对账与财务能力弱,1,虾皮平台扣费怎么和订单逐单对账？求操作教程 我也遇到了,"['虾皮', '扣费', '订单', '逐单', '对账', '操作', '教程', '遇到']",虾皮 扣费 订单 逐单 对账 操作 教程 遇到,0.01,负面,多平台库存/超卖,3.0,订单同步与处理
R0665,华为应用市场,2025-08-27,2.0,order_sync,订单漏单/同步延迟,0,黑五那几天订单堆积同步不过来，手动导单导到怀疑人生！！！,"['黑五', '几天', '订单', '堆积', '同步', '过来', '导单', '导到', '怀疑', '人生']",黑五 几天 订单 堆积 同步 过来 导单 导到 怀疑 人生,0.06,负面,价格与收费,2.0,订单同步与处理
R0099,官方社区,2025-08-01,5.0,praise,正向评价,0,免费版就够用，小卖家福音，客服回复也及时，五星，大家注意避坑,"['免费版', '够用', '福音', '客服', '回复', '及时', '五星']",免费版 够用 福音 客服 回复 及时 五星,0.027,负面,其他使用体验,5.0,客服与工单
R0190,华为应用市场,2025-03-16,1.0,inventory,多平台库存不同步/超卖,0,多仓调拨后库存卡在路上好几天，可用库存数字全乱 有没有同款情况的卖家,"['多仓', '调拨', '库存', '路上', '几天', '可用', '库存', '数字', '全乱', '有没有']",多仓 调拨 库存 路上 几天 可用 库存 数字 全乱 有没有,0.007,负面,其他使用体验,1.0,多平台库存/超卖
R0196,App Store,2025-07-26,1.0,inventory,多平台库存不同步/超卖,0,小卖家一枚，多平台库存根本不同步，亚马逊卖超了系统里还有货，老板已经在问我了,"['一枚', '多平台库存', '同步', '亚马逊', '卖超', '还有']",一枚 多平台库存 同步 亚马逊 卖超 还有,0.346,负面,物流同步与回传,1.0,多平台库存/超卖
R0166,知乎,2025-06-05,4.0,praise,正向评价,0,打单发货一条龙，仓库效率提升明显，老板说今年再加席位，大家注意避坑,"['打单', '发货', '一条龙', '仓库', '效率', '提升', '明显', '今年', '席位']",打单 发货 一条龙 仓库 效率 提升 明显 今年 席位,0.013,负面,其他使用体验,4.0,物流同步与回传
R0239,知乎,2025-03-31,5.0,praise,正向评价,0,小卖家一枚，系统稳定功能扎实，换了三家ERP最后在云帆安家 有没有同款情况的卖家,"['一枚', '稳定', '扎实', '三家', 'ERP', '最后', '云帆', '安家', '有没有']",一枚 稳定 扎实 三家 ERP 最后 云帆 安家 有没有,0.975,正面,客服与工单,5.0,正向评价
R0805,官方社区,2025-08-26,5.0,praise,正向评价,0,客观说一句，自动化规则省了一个运营人力，光这个年费就回本，老板已经在问我了,"['自动化', '运营', '人力', '年费', '回本']",自动化 运营 人力 年费 回本,0.149,负面,其他使用体验,5.0,价格与收费
R0017,App Store,2025-03-20,5.0,order_sync,订单漏单/同步延迟,0,老用户说句公道话，自动审单规则真香，八成订单不用人工碰，老板已经在问我了,"['说句', '自动审单', '真香', '八成', '订单', '不用', '人工']",说句 自动审单 真香 八成 订单 不用 人工,0.002,负面,其他使用体验,5.0,订单同步与处理
R0150,App Store,2025-05-10,1.0,listing,刊登与商品管理问题,0,多平台铺货不能一键转，每个平台都要重新编辑，有用点个赞服了,"['铺货', '不能', '一键', '每个', '重新', '编辑', '点个', '赞服']",铺货 不能 一键 每个 重新 编辑 点个 赞服,0.435,中性,其他使用体验,1.0,刊登与商品
R1027,App Store,2025-06-15,1.0,logistics,物流单号同步慢/回传失败,0,客观说一句，换邮政小包之后单号经常回传失败，要手动一个个补！！！无语了，同意楼上,"['邮政', '小包', '回传失败', '一个个', '无语', '同意', '楼上']",邮政 小包 回传失败 一个个 无语 同意 楼上,0.0,负面,客服与工单,1.0,物流同步与回传
R0040,知乎,2025-04-24,3.0,inventory,多平台库存不同步/超卖,0,老用户说句公道话，库存同步基本准，但大促那几分钟会延迟，建议留点缓冲😤,"['说句', '库存同步', '基本', '几分钟', '延迟', '留点', '缓冲']",说句 库存同步 基本 几分钟 延迟 留点 缓冲,0.341,负面,其他使用体验,3.0,多平台库存/超卖
R0594,小红书,2025-06-26,1.0,inventory,多平台库存不同步/超卖,0,真的服了，TikTok和虾皮共用一个仓库库存，两边对不上只能手动分 有没有同款情况的卖家,"['TikTok', '虾皮', '共用', '仓库', '库存', '两边', '对不上', '有没有']",TikTok 虾皮 共用 仓库 库存 两边 对不上 有没有,0.0,负面,其他使用体验,1.0,多平台库存/超卖
R0335,知乎,2025-08-04,3.0,finance,对账与财务能力弱,1,头程运费怎么分摊到每个SKU成本里？,"['头程', '运费', '分摊', '每个', 'SKU', '成本']",头程 运费 分摊 每个 SKU 成本,0.156,负面,其他使用体验,3.0,财务对账
R0032,App Store,2025-06-05,2.0,logistics,物流单号同步慢/回传失败,0,说实话，物流轨迹更新延迟几十个小时，买家问货到哪了我比他还懵，大促根本不敢放量,"['说实话', '物流轨迹', '更新', '延迟', '几十个', '问货到']",说实话 物流轨迹 更新 延迟 几十个 问货到,0.013,负面,其他使用体验,2.0,物流同步与回传
R0070,App Store,2025-03-09,4.0,logistics,物流单号同步慢/回传失败,0,物流轨迹比物流商官网慢两个小时，凑合吧，老板已经在问我了,"['物流轨迹', '物流', '商官', '网慢', '两个', '凑合']",物流轨迹 物流 商官 网慢 两个 凑合,0.237,负面,物流同步与回传,4.0,物流同步与回传
R0598,华为应用市场,2025-07-06,2.0,support,客服响应慢/处理周期长,0,真的服了，高峰期排队前面九十多个人，等排到问题自己都凉了,"['高峰期', '排队', '前面', '九十多个', '排到']",高峰期 排队 前面 九十多个 排到,0.004,负面,客服与工单,2.0,客服与工单
R0843,知乎,2025-04-02,2.0,order_sync,订单漏单/同步延迟,0,吐槽一下，自动审单规则经常误判，正常订单被拦成异常 🤦,"['自动审单', '误判', '正常', '订单', '拦成', '异常']",自动审单 误判 正常 订单 拦成 异常,0.088,负面,价格与收费,2.0,订单同步与处理
R0728,小米应用商店,2025-07-04,4.0,onboarding,上手成本高/引导不足,0,刚用觉得乱用顺了还好，前两周劝退期挺过去就行，大家注意避坑,"['刚用', '乱用', '还好', '两周', '劝退', '期挺', '过去', '就行']",刚用 乱用 还好 两周 劝退 期挺 过去 就行,0.051,负面,多平台库存/超卖,4.0,上手与培训
R0364,App Store,2025-05-09,3.0,stability,系统卡顿/大促不稳定,0,说实话，卡顿有但能接受，希望继续优化服务器,"['说实话', '卡顿', '接受', '希望', '服务器']",说实话 卡顿 接受 希望 服务器,0.462,中性,其他使用体验,3.0,系统稳定性
R0814,知乎,2025-08-26,4.0,praise,正向评价,0,求助，多店铺多平台统一管理，亚马逊扩店一点不慌！！！,"['统一', '管理', '亚马逊', '扩店', '一点']",统一 管理 亚马逊 扩店 一点,0.175,负面,物流同步与回传,4.0,正向评价
R0241,知乎,2025-05-29,2.0,pricing,价格与收费争议,0,客观说一句，又涨价，老客户一点折扣没有，新用户反而便宜！！！,"['涨价', '老客户', '一点', '折扣', '没有', '反而', '便宜']",涨价 老客户 一点 折扣 没有 反而 便宜,0.038,负面,物流同步与回传,2.0,价格与收费
R0776,小红书,2025-05-15,5.0,pricing,价格与收费争议,0,客观说一句，年付折扣可以，客服还帮忙申请了老客户优惠,"['年付', '折扣', '客服', '帮忙', '申请', '老客户', '优惠']",年付 折扣 客服 帮忙 申请 老客户 优惠,0.001,负面,物流同步与回传,5.0,客服与工单
R0753,App Store,2025-03-14,4.0,listing,刊登与商品管理问题,0,老用户说句公道话，刊登够用但谈不上多好用，批量功能再强点就好，大家注意避坑,"['说句', '刊登', '够用', '谈不上', '多好', '批量', '强点']",说句 刊登 够用 谈不上 多好 批量 强点,0.008,负面,其他使用体验,4.0,刊登与商品
R0407,App Store,2025-08-19,4.0,finance,对账与财务能力弱,0,老用户说句公道话，对账能处理大部分，长尾差异单还得人工，省了七八成时间,"['说句', '对账', '处理', '大部分', '长尾', '差异', '人工', '七八成', '时间']",说句 对账 处理 大部分 长尾 差异 人工 七八成 时间,0.407,中性,其他使用体验,4.0,财务对账
R0317,App Store,2025-06-28,1.0,inventory,多平台库存不同步/超卖,0,老用户说句公道话，组合商品库存扣减有问题，套装卖出子品没减库存,"['说句', '组合', '商品', '库存', '扣减', '套装', '卖出', '子品', '没减', '库存']",说句 组合 商品 库存 扣减 套装 卖出 子品 没减 库存,0.39,负面,其他使用体验,1.0,多平台库存/超卖
R0103,App Store,2025-06-22,5.0,praise,正向评价,0,旺季实测，多店铺多平台统一管理，速卖通扩店一点不慌,"['统一', '管理', '速卖通', '扩店', '一点']",统一 管理 速卖通 扩店 一点,0.315,负面,物流同步与回传,5.0,正向评价
R0085,官方社区,2025-07-22,3.0,stability,系统卡顿/大促不稳定,0,说实话，平时挺稳，就是虾皮大促节点会慢一些，避开高峰还行，老板已经在问我了,"['说实话', '平时', '挺稳', '虾皮', '节点', '会慢', '一些', '避开', '高峰']",说实话 平时 挺稳 虾皮 节点 会慢 一些 避开 高峰,0.976,正面,多平台库存/超卖,3.0,未分类
R0188,知乎,2025-08-02,5.0,praise,正向评价,0,客观说一句，打单发货一条龙，仓库效率提升明显，老板说今年再加席位，大家注意避坑,"['打单', '发货', '一条龙', '仓库', '效率', '提升', '明显', '今年', '席位']",打单 发货 一条龙 仓库 效率 提升 明显 今年 席位,0.006,负面,其他使用体验,5.0,物流同步与回传
R0107,知乎,2025-03-05,1.0,pricing,价格与收费争议,0,真的服了，年费比去年贵了将近三成，功能还是那些功能，买家天天催发货，大家注意避坑,"['年费', '去年', '近三成', '那些', '天天', '发货']",年费 去年 近三成 那些 天天 发货,0.041,负面,其他使用体验,1.0,价格与收费
R0831,App Store,2025-08-04,3.0,logistics,物流单号同步慢/回传失败,0,物流轨迹比物流商官网慢好几个小时，凑合吧，老板已经在问我了,"['物流轨迹', '物流', '商官', '网慢', '好几个', '凑合']",物流轨迹 物流 商官 网慢 好几个 凑合,0.252,负面,物流同步与回传,3.0,物流同步与回传
R0151,官方社区,2025-07-22,1.0,order_sync,订单漏单/同步延迟,0,求助，订单备注同步不过来，买家留言的赠品要求看不到！！！,"['订单', '备注', '同步', '过来', '留言', '赠品', '要求', '看不到']",订单 备注 同步 过来 留言 赠品 要求 看不到,0.008,负面,价格与收费,1.0,订单同步与处理
R0658,知乎,2025-06-16,4.0,stability,系统卡顿/大促不稳定,0,求助，平时挺稳，就是Wish大促节点会慢一些，避开高峰还行,"['平时', '挺稳', 'Wish', '节点', '会慢', '一些', '避开', '高峰']",平时 挺稳 Wish 节点 会慢 一些 避开 高峰,0.983,正面,多平台库存/超卖,4.0,未分类
R0494,小红书,2025-05-14,4.0,logistics,物流单号同步慢/回传失败,0,真的服了，物流轨迹比物流商官网慢十几个小时，凑合吧 有没有同款情况的卖家,"['物流轨迹', '物流', '商官', '网慢', '十几个', '凑合', '有没有']",物流轨迹 物流 商官 网慢 十几个 凑合 有没有,0.177,负面,物流同步与回传,4.0,物流同步与回传
R0657,小红书,2025-03-19,2.0,logistics,物流单号同步慢/回传失败,0,小卖家一枚，Temu订单换了跟踪号之后系统里不同步，轨迹直接断掉，光这个每月损失不少钱，大家注意避坑,"['一枚', 'Temu', '订单', '跟踪', '同步', '轨迹', '断掉']",一枚 Temu 订单 跟踪 同步 轨迹 断掉,0.001,负面,客服与工单,2.0,物流同步与回传
R0741,知乎,2025-07-26,3.0,listing,刊登与商品管理问题,0,刊登够用但谈不上多好用，批量功能再强点就好，有用点个赞,"['刊登', '够用', '谈不上', '多好', '批量', '强点', '点个']",刊登 够用 谈不上 多好 批量 强点 点个,0.622,正面,其他使用体验,3.0,刊登与商品
R0417,小红书,2025-07-15,3.0,logistics,物流单号同步慢/回传失败,0,小卖家一枚，物流轨迹比物流商官网慢三个小时，凑合吧，有用点个赞服了,"['一枚', '物流轨迹', '物流', '商官', '网慢', '三个', '凑合', '点个', '赞服']",一枚 物流轨迹 物流 商官 网慢 三个 凑合 点个 赞服,0.769,正面,物流同步与回传,3.0,物流同步与回传
R0620,华为应用市场,2025-05-23,2.0,stability,系统卡顿/大促不稳定,0,求助，大促当天直接崩了十几个小时，订单全积压，大家注意避坑,"['十几个', '订单', '积压']",十几个 订单 积压,0.002,负面,价格与收费,2.0,订单同步与处理
R0081,官方社区,2025-05-08,5.0,praise,正向评价,0,求助，用了三年的老用户，功能全更新快，速卖通生意做大一半靠它，真心推荐,"['三年', '更新快', '速卖通', '生意', '做大', '一半', '真心', '推荐']",三年 更新快 速卖通 生意 做大 一半 真心 推荐,0.056,负面,物流同步与回传,5.0,正向评价
R0195,App Store,2025-07-15,2.0,listing,刊登与商品管理问题,0,真的服了，采集过来的详情页格式全乱，图片还要重新传，退款退到麻木，大家注意避坑,"['采集', '过来', '详情页', '格式', '全乱', '图片', '还要', '重新', '退款', '麻木']",采集 过来 详情页 格式 全乱 图片 还要 重新 退款 麻木,0.001,负面,客服与工单,2.0,刊登与商品
R0588,知乎,2025-07-01,3.0,order_sync,订单漏单/同步延迟,1,Temu有订单系统里没同步过来，怎么手动拉取？,"['Temu', '订单', '同步', '过来', '拉取']",Temu 订单 同步 过来 拉取,0.105,负面,价格与收费,3.0,订单同步与处理
R0397,官方社区,2025-06-30,1.0,listing,刊登与商品管理问题,0,客观说一句，小语种翻译机翻味太重，还得自己重新润色，买家天天催发货,"['语种', '翻译机', '翻味', '太重', '重新', '润色', '天天', '发货']",语种 翻译机 翻味 太重 重新 润色 天天 发货,0.051,负面,其他使用体验,1.0,刊登与商品
R0054,小红书,2025-08-27,5.0,praise,正向评价,0,客观说一句，多店铺多平台统一管理，速卖通扩店一点不慌 有没有同款情况的卖家,"['统一', '管理', '速卖通', '扩店', '一点', '有没有']",统一 管理 速卖通 扩店 一点 有没有,0.016,负面,物流同步与回传,5.0,正向评价
R0254,知乎,2025-04-27,5.0,stability,系统卡顿/大促不稳定,0,Prime Day当天单量翻五倍系统也扛住了，稳定性可以！！！,"['Prime', 'Day', '单量', '五倍', '稳定性']",Prime Day 单量 五倍 稳定性,0.118,负面,其他使用体验,5.0,正向评价
R0587,官方社区,2025-04-08,5.0,listing,刊登与商品管理问题,1,怎么把Wish的listing一键搬到另一个店铺？无语了,"['Wish', 'listing', '一键', '搬到', '无语']",Wish listing 一键 搬到 无语,0.122,负面,其他使用体验,5.0,刊登与商品
R0056,App Store,2025-04-17,1.0,stability,系统卡顿/大促不稳定,0,用了大半年，系统三天两头卡顿，订单工作台转圈半天才打开，老板已经在问我了,"['大半年', '三天两头', '卡顿', '订单', '工作台', '转圈', '打开']",大半年 三天两头 卡顿 订单 工作台 转圈 打开,0.002,负面,其他使用体验,1.0,系统稳定性
R0456,官方社区,2025-04-06,1.0,inventory,多平台库存不同步/超卖,0,老用户说句公道话，采购在途数量经常算错，备货多备了一倍资金全压货上，退款退到麻木 有没有同款情况的卖家,"['说句', '采购', '数量', '算错', '备货', '多备', '一倍', '资金', '压货', '退款', '麻木', '有没有']",说句 采购 数量 算错 备货 多备 一倍 资金 压货 退款 麻木 有没有,0.002,负面,多平台库存/超卖,1.0,多平台库存/超卖
R0848,App Store,2025-08-06,3.0,stability,系统卡顿/大促不稳定,0,客观说一句，卡顿有但能接受，希望继续优化服务器 有没有同款情况的卖家,"['卡顿', '接受', '希望', '服务器', '有没有']",卡顿 接受 希望 服务器 有没有,0.12,负面,其他使用体验,3.0,系统稳定性
R0771,App Store,2025-03-06,1.0,finance,对账与财务能力弱,0,月结账单导出来格式乱七八糟，还要二次整理,"['结账', '导出来', '格式', '乱七八糟', '还要', '二次', '整理']",结账 导出来 格式 乱七八糟 还要 二次 整理,0.001,负面,其他使用体验,1.0,财务对账
R0507,小米应用商店,2025-05-25,1.0,inventory,多平台库存不同步/超卖,0,吐槽一下，TikTok和Lazada共用一个仓库库存，两边对不上只能手动分,"['TikTok', 'Lazada', '共用', '仓库', '库存', '两边', '对不上']",TikTok Lazada 共用 仓库 库存 两边 对不上,0.008,负面,其他使用体验,1.0,多平台库存/超卖
R0646,App Store,2025-08-07,1.0,finance,对账与财务能力弱,0,多店铺成本混在一起，想算单店利润得自己拼数据！！！,"['成本', '混在', '一起', '想算', '单店', '利润', '数据']",成本 混在 一起 想算 单店 利润 数据,0.003,负面,客服与工单,1.0,财务对账
R0674,App Store,2025-06-06,1.0,onboarding,上手成本高/引导不足,0,老用户说句公道话，开通好几周了订单都没跑通，也没人主动跟进，买家天天催发货 🤦,"['说句', '开通', '几周', '订单', '没人', '主动', '跟进', '天天', '发货']",说句 开通 几周 订单 没人 主动 跟进 天天 发货,0.001,负面,其他使用体验,1.0,订单同步与处理
R0137,华为应用市场,2025-07-17,5.0,finance,对账与财务能力弱,0,说实话，以前对账要三天现在半天搞定，财务再也不加班了，老板已经在问我了,"['说实话', '以前', '对账', '三天', '搞定', '财务', '再也', '加班']",说实话 以前 对账 三天 搞定 财务 再也 加班,0.003,负面,物流同步与回传,5.0,财务对账
R0827,小红书,2025-08-16,1.0,stability,系统卡顿/大促不稳定,0,小卖家一枚，批量操作必卡死，一次审五百单要加载十分钟，大家注意避坑,"['一枚', '批量', '操作', '卡死', '一次', '五百', '单要', '加载', '十分钟']",一枚 批量 操作 卡死 一次 五百 单要 加载 十分钟,0.009,负面,多平台库存/超卖,1.0,系统稳定性
R0112,华为应用市场,2025-04-08,4.0,praise,正向评价,0,客观说一句，多店铺多平台统一管理，亚马逊扩店一点不慌，大家注意避坑,"['统一', '管理', '亚马逊', '扩店', '一点']",统一 管理 亚马逊 扩店 一点,0.167,负面,物流同步与回传,4.0,正向评价
R0281,App Store,2025-05-11,1.0,stability,系统卡顿/大促不稳定,0,真的服了，闪退频繁，打单打到一半闪退，面单号都浪费了！！！服了,"['闪退', '频繁', '单打', '一半', '闪退', '面单', '浪费']",闪退 频繁 单打 一半 闪退 面单 浪费,0.0,负面,物流同步与回传,1.0,物流同步与回传
R0201,小红书,2025-07-06,1.0,logistics,物流单号同步慢/回传失败,0,物流轨迹更新延迟十几个小时，买家问货到哪了我比他还懵，老板已经在问我了,"['物流轨迹', '更新', '延迟', '十几个', '问货到']",物流轨迹 更新 延迟 十几个 问货到,0.024,负面,其他使用体验,1.0,物流同步与回传
R0192,官方社区,2025-07-31,1.0,finance,对账与财务能力弱,0,多店铺成本混在一起，想算单店利润得自己拼数据，平台扣分扣到肉疼,"['成本', '混在', '一起', '想算', '单店', '利润', '数据']",成本 混在 一起 想算 单店 利润 数据,0.002,负面,客服与工单,1.0,财务对账
R0787,App Store,2025-03-17,5.0,praise,正向评价,0,小卖家一枚，免费版就够用，小卖家福音，客服回复也及时，五星,"['一枚', '免费版', '够用', '福音', '客服', '回复', '及时', '五星']",一枚 免费版 够用 福音 客服 回复 及时 五星,0.456,中性,其他使用体验,5.0,客服与工单
R0663,官方社区,2025-06-05,1.0,onboarding,上手成本高/引导不足,0,旺季实测，新手引导基本等于没有，全靠自己摸和问客服,"['新手', '引导', '基本', '等于', '没有', '全靠', '客服']",新手 引导 基本 等于 没有 全靠 客服,0.272,负面,客服与工单,1.0,上手与培训
R0779,官方社区,2025-04-08,2.0,support,客服响应慢/处理周期长,0,客服响应是真的慢，工单提交一天没人理,"['客服', '响应', '工单', '提交', '一天', '人理']",客服 响应 工单 提交 一天 人理,0.0,负面,客服与工单,2.0,客服与工单
R0802,小红书,2025-06-29,2.0,support,客服响应慢/处理周期长,0,承诺的回电等了一天没人联系我,"['承诺', '回电', '一天', '联系']",承诺 回电 一天 联系,0.106,负面,其他使用体验,2.0,客服与工单
R0377,知乎,2025-07-22,1.0,inventory,多平台库存不同步/超卖,0,库存同步延迟太离谱，仓库出完货前台还挂着，有用点个赞,"['库存同步', '延迟', '离谱', '仓库', '完货', '前台', '点个']",库存同步 延迟 离谱 仓库 完货 前台 点个,0.02,负面,价格与收费,1.0,多平台库存/超卖
R1045,小红书,2025-06-01,1.0,listing,刊登与商品管理问题,0,老用户说句公道话，Listing监控形同虚设，跟卖提醒一点不准，老板已经在问我了，同意楼上,"['说句', 'Listing', '监控', '形同虚设', '提醒', '一点', '不准', '同意', '楼上']",说句 Listing 监控 形同虚设 提醒 一点 不准 同意 楼上,0.0,负面,其他使用体验,1.0,刊登与商品
R0649,官方社区,2025-07-27,4.0,order_sync,订单漏单/同步延迟,0,老用户说句公道话，漏单遇到过两次，重跑同步就好，希望能自动重试，老板已经在问我了,"['说句', '漏单', '遇到', '两次', '重跑', '同步', '希望', '重试']",说句 漏单 遇到 两次 重跑 同步 希望 重试,0.014,负面,多平台库存/超卖,4.0,订单同步与处理
R1007,知乎,2025-06-20,5.0,praise,正向评价,0,说实话，手机端查订单看数据方便，出差也能盯店铺，同意楼上,"['说实话', '端查', '订单', '数据', '方便', '出差', '同意', '楼上']",说实话 端查 订单 数据 方便 出差 同意 楼上,0.013,负面,价格与收费,5.0,订单同步与处理
